author,published,like_count,comment
bafetimbigomis3231,2021-04-19T00:38:13Z,0,"Let's go Gary, if those 6 clubs will play in the Championship next year..oh boy, that will be awsome. 😂"
Kaichongjee,2021-04-19T00:37:43Z,0,Absolutely agree with Gary.
opencarrydrift6308,2021-04-19T00:37:38Z,0,I don't buy the anger. its all about money on either side
baki7121,2021-04-19T00:37:31Z,0,Bye bye football 👋
djrartmarmaris,2021-04-19T00:37:26Z,0,Only way to stop this.... is the players!!!!!!
abetekandong1101,2021-04-19T00:37:13Z,0,"Neville is a hero, outspoken and very honest guy"
leedavies3629,2021-04-19T00:36:59Z,0,We love football the prem and I look forward to the champions  league  the big games v Madrid .barca ..if you play them every week  it will soon get boring .. foreign owners. Money making cash cows  .its a fecking disgrace  throw the book at my team UTD and all the others ✌️
the_life_of_kram6688,2021-04-19T00:36:32Z,0,Ironic thing sky started this
mehdimidou5033,2021-04-19T00:36:02Z,0,Absolutely right Gary 👌🏻🙏
stuart9687,2021-04-19T00:35:53Z,1,"He needs to get over this Liverpool issue , move on garry life is to short pal.MUFC"
paulysmith1942,2021-04-19T00:35:50Z,0,"Gary Neville bang on! This super league shouldn’t even be bought into consideration...one word...GREED! The players themselves if they truly love there clubs and the game of football should say they aren’t going to play if they break away. Simple no players no super league. If I was a player for one of those clubs I’d go, I’m not playing for this club take away my wages if you like I rather play for a club that respects the game of football."
johnstevenmcdonagh2144,2021-04-19T00:34:24Z,0,Gary Neville LEGEND!
philthyw,2021-04-19T00:33:48Z,0,Never liked Garry as much as I do now. Too bloke that speaks the truth 👌🏼✌🏼
FrozenSurf,2021-04-19T00:33:24Z,0,"When mica said he was getting emotional I bey Keane rolled his eyes. “Emotions are for babies Micah, babies! You’re a grown man! And grown men don’t show there emotions, they bury them. They bury them deep down until they become a fairy ball in the pit of your stomach. That’s your job, as a man.”"
MrWoodsy2k,2021-04-19T00:33:01Z,0,Well said Gary.
fifasweater7841,2021-04-19T00:32:58Z,0,Go on grazer
RoyOnion,2021-04-19T00:32:55Z,0,"Man i thought he was being daft when i saw this, but it actually happened 👀"
user-fe1to2oi5e,2021-04-19T00:32:52Z,4,"feeling unbelievably sad, angry and betrayed rn, never been more ashamed to be a united fan :("
S.Snorrason,2021-04-19T00:32:26Z,0,"He talk about being disgusted with the clubs but they are not in control, It’s just those greedy owners. But yeah I think everyone can agree with what he says"
liamlong816,2021-04-19T00:32:19Z,0,"He said it better than anyone else could PUNSIH THEM ,make an example of them please do as a United fan I would happily see them suffer fr doin this fr once I’ve never been more happy with Bayern Munich and I hate them but I’ve never respected them or PSG more than I do now fr refusing to join it’s a disgrace to English football it’s a disgrace to football and it’s a disgrace to the legacy of what ALEX FERGUSON built up and the reputation he gave Manchester United do not RUIN THAT REPUTATION he spent more than just a decade to build up"
bman3033,2021-04-19T00:32:07Z,0,"And this is straight from the heart, well said Gary. I agree with you completely, all big clubs need to be punished if this goes through."
soonenteradi5784,2021-04-19T00:31:48Z,0,"Football is about money and pure business, footballers are puppets with great salaries."
haiche-caribbean1583,2021-04-19T00:31:33Z,0,"I've been saying for years now, that I don't see it wise for clubs in Britain beinig owned/part-owned by people from the US (in particular where there is no rich footballing history), there's no soul, just capitalist opportunism! - now...all of a sudden, my rant doesn't seem so ""extremist"". Damn you all, I told you so!"
Legio__X,2021-04-19T00:31:26Z,0,GREED PLAIN AND SIMPLE
pietrogiovannicastelli7513,2021-04-19T00:31:04Z,0,Wtf the teams don’t want to leav the national league
orana03,2021-04-19T00:30:52Z,50,"Liverpool Fan here. Mad respect for Gary, Roy and Micah saying what we all think. I am disappointed and have lost so much respect from my club. Their greed have gone too far."
ak-9295,2021-04-19T00:30:38Z,26,Going to be millions and millions of fans becoming free agents. Choose your new club in a heartbreaking once in a life time  moment. A dark day for the beautiful game.
meb6625,2021-04-19T00:30:35Z,0,this has to be stopped
John-tz2tx,2021-04-19T00:30:20Z,0,They didn’t backtrack
soonenteradi5784,2021-04-19T00:30:09Z,0,Greed is good.
xx-wp3mq,2021-04-19T00:30:08Z,0,"The same people who support this are the same people who toe-suck billionaires, they don't care about you. Morons. Have fun with your extended pre-season tournament."
ViktorTheButcher,2021-04-19T00:30:02Z,0,"Biggest clubs. Milan hasn't played CL since 2014 and once past the Round of 16 since 2007 (their last win). Last championship in 2011. Arsenal not since 2017 in the CL, not past Round of 16 since 2011. Never won this tournament or its predecessor. Last championship in 2004. Spurs hasn't won the championship since 1961 and no European cup since the UEFA Cup (the second tier version) in 1984. Never won the CL or its predecessor either. Manchester United won the CL for the last time in 2008, last championship in 2013. Doesn't even take part in this or last year's CL. Man City never won the CL at all, would have been irrelevant if not being bought by those Arabic oil billionaires, similar to PSG. Atletico Madrid is basically the third wheel in Spain. Never won the CL either and even played in the 2nd Spanish league for a period."
beast0blood,2021-04-19T00:29:34Z,1,"Now that the plans have been announced and everyone on BT and Sky are against it, let's see the bosses above the presenters/pundits refuse to broadcast this Super League. 

If that happens (along with the refusal from the Premier League and ultimately FIFA to recognise it - i.e. not allowing the teams to play domestically as well) is the only thing that will stop this ESL going ahead.

Edit: Just to clarify, I have NO faith in BT and especially Sky (given that they don't show Champions league football) to take the moral high ground here and refuse to engage with it. Sadly, I don't even see the Premier League & FA actually kicking the 6 teams out of the league either (or deducting them points) as they're too afraid of the fallout. However, if the Prem, FA and FIFA are serious about their anti Super League stance, this is the only way to show it. 

Neville's absolutely right, the 6 clubs should have their points removed and the league titles/positions revoked in favour of the 14 other clubs."
kieran7767,2021-04-19T00:29:28Z,1,Gary Neville not the hero we deserve but the hero we need
ninetyfive9566,2021-04-19T00:29:26Z,0,Respect to gary neville. Man is passionate about the game. Spot on
jamesj.mccombie5031,2021-04-19T00:29:25Z,0,"This is not about breaking away from the Premier League. The plan is to play these Superleague matches mid-week, and continue with the domestic schedule. If anything this is a revolt against UEFA, but of course, wanting more money is the driver."
Felipe-yg5fe,2021-04-19T00:29:21Z,0,"These clubs just ruined their history, even if they try to clean their mess they already did the damage"
soonenteradi5784,2021-04-19T00:29:17Z,0,Where is the protection for smaller teams when top teams can buy players for $100m and they can't.
andrewmcvicker5378,2021-04-19T00:29:10Z,0,"Bang on Gary to the point, a voice of millions of us fans who won't have their views heard. We all must unite. This is our game, our passion, our love. Regardless of your team. We stand by you Gary. This is an embarrassing story to end the most exciting, hardest league in the world."
hannahsimpson.,2021-04-19T00:28:30Z,0,im embarrassed to call myself a chelsea fan
nbarrett100,2021-04-19T00:28:23Z,887,"""Bundesliga sides are opposed to the plans because the German model means commercial investors cannot have more than a 49% stake in clubs, so fans hold a majority of their own voting rights."""
aminepsy89,2021-04-19T00:28:09Z,0,when in the hell Tottenham had won a piece of silverware to be called a big team
samuelshelton8042,2021-04-19T00:27:34Z,0,"Can someone explain bottle merchants?  It came up with this when I searched it ""Definition. bottle merchant rate. (Adult / Slang) Male prostitute specializing in anal copulation, usually as the receiver."""
ammarsajid7284,2021-04-19T00:27:19Z,1,United fan. Physically sick & disgusted with “my” club! Football’s gone
youcrazyjesues,2021-04-19T00:27:17Z,0,"in the middle of a pandemic. i'm from the states and thought that the European way was selfless and caring, but it's just about money. I feel shameful to be a Liverpool fan right now."
hershpuri,2021-04-19T00:27:09Z,0,"I think it has something to do with the fact that bulk of fans of the big clubs are in asia and not in england. I am all for the pyramid systems everywhere. UEFA, FIFA, FA, La Liga teams have to grow smarter because they are competing with NBA in China!![They are loosing to NBA in China]

Euro super league is a short term arrangement... even if it takes off, it will be dependent on the teams out of the EURO super league... No one will watch a horrible league if the product is bad. --- PERIOD!"
hershpuri,2021-04-19T00:27:08Z,0,"I think it has something to do with the fact that bulk of fans of the big clubs are in asia and not in england. I am all for the pyramid systems everywhere. UEFA, FIFA, FA, La Liga teams have to grow smarter because they are competing with NBA in China!![They are loosing to NBA in China]

Euro super league is a short term arrangement... even if it takes off, it will be dependent on the teams out of the EURO super league... No one will watch a horrible league if the product is bad! 

premier"
nathanp4854,2021-04-19T00:26:57Z,0,"Football fans, we can stop this if we unite against it"
darkness2121,2021-04-19T00:26:56Z,0,"Even I dislike Gary, but he speaking the truth like a real football fan...."
kenneththompson8933,2021-04-19T00:26:54Z,0,The Club Owners & their respective board members are nothing more than PIMPS selling the soul of football & the fans for the highest price they can get.
DailyDiscountNL,2021-04-19T00:26:42Z,84,Gary Neville winning the Nobel price for peace right there 👏🏆
peacefulliberal5641,2021-04-19T00:26:39Z,1,Gary Neville who got embarrassment by losing to Barcelona as a Valencia manager preaching his none sense.
MrWaheedulHaque,2021-04-19T00:26:37Z,1,Boycott this new movement by not watching football or buying anything their pockets will be hurt they will have to go back
dco1929,2021-04-19T00:26:30Z,0,"great speech from neville ,"
asifchaudhry6741,2021-04-19T00:26:19Z,0,And in Scotland..........🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Rxbotboy,2021-04-19T00:25:49Z,0,I can understand the pain Gary is going through right now i mean all the sweats and effort he put in to win the premier league titles and cups just for some guy in a suit to ruin it all by pulling out from the league for money
mortimusmaximus8725,2021-04-19T00:25:20Z,0,"American takeover, off Premier League 🤔"
M15TER_Turtlee,2021-04-19T00:25:17Z,1,"This is probably the worst day of my life as an Arsenal fan, I am absolutely disgusted to have someone like Stan Kroenke running such a massive club"
TomAndrews91,2021-04-19T00:25:16Z,25,"As a Chelsea fan, I am ashamed and can only apologise to fans of other clubs and the sport as a whole. We are a disgrace no doubt about it."
youngboi8758,2021-04-19T00:24:53Z,0,All Florentino Perez wants is dam money
watchingmedia101,2021-04-19T00:24:49Z,1,Big up G Nev and also Micah. “They’re ripping the heart and soul away from football”. Absolute truths.
laurencetrevor3124,2021-04-19T00:24:34Z,0,"This is said so perfectly, I’m a united fan and if theses 6 teams go through with it my shirt is going in the best n and Halifax town will become my only club because they clearly need the support more"
Mike649foxx,2021-04-19T00:24:26Z,2,"Good lad Gary, maximum respect."
hyperminde566,2021-04-19T00:24:06Z,2,The best interview of 2021 🧢
azrojenkins,2021-04-19T00:23:25Z,0,HERO
kenneththompson8933,2021-04-19T00:23:00Z,1,FANS UNITE TO TRY TO STOP THESE GREEDY OWNERS IMPLEMENTING THIS SCHEME. BOYCOTT & DON'T SUPPORT OR WATCH THE GAMES. CANCEL ANY SUBSCRIPTIONS.
robertpowell7228,2021-04-19T00:22:56Z,1,Sheff Utd fans hang on a bit...😉
breakdown461,2021-04-19T00:22:48Z,0,"I am hurt as a United fan. The owners have killed off what was left of our great prestige. 

That being said,  is it such a surprise that city are in it?  The man seems utterly surprised by it."
johnmcginn226,2021-04-19T00:22:24Z,0,this is embarrassing
daniel27047,2021-04-19T00:22:16Z,1,"If I could I would relegate all of the teams back down to non-league
Pathetic"
benjames4663,2021-04-19T00:22:07Z,0,Neville sounds kinda salty 🧂
kasperpedersen3420,2021-04-19T00:22:04Z,0,Well spoken Captain. Shameful. I imagine it’s just negotiating technique against UEFA to get a bigger slice of the UCL pie but the utter disregard for the lifeblood of the clubs is outrageously shameful.
ants84,2021-04-19T00:22:03Z,0,Were you disgusted when Sky Sports did the EXACT SAME THING and facilitated the breakaway from the FL to form the PL? Pathetic.
SNIPER360X,2021-04-19T00:21:55Z,0,Fuk the super league
retrocd7991,2021-04-19T00:21:43Z,0,350 dislikes are millionares
peacepuffz,2021-04-19T00:21:40Z,0,Boycott The Bollocks!
alexkelly4597,2021-04-19T00:21:26Z,0,UEFA is a bit sus
itsadamwells,2021-04-19T00:21:02Z,0,"As a Tottenham fan, this team continues to disappoint me 😂 

What’s my new club lads?"
mahmud7shawon,2021-04-19T00:20:27Z,0,Football is Dead
neoman7792,2021-04-19T00:20:15Z,0,"Cannot understand fans fawning over Gary Neville. Huge stakeholder with Sky and an owner of financial doping lower league club.

Whether you agree with a super league or not, let's not forget that Sky, Premier League & Champions League started the greed drive 30 odd years ago... Sky starting it off in 92."
brehbreh1067,2021-04-19T00:20:13Z,0,"Idk about u all, but the idea of only the top clubs in the world facing each other week in week out sounds like a dream come to true."
dazza4105,2021-04-19T00:19:58Z,0,"I’m a United fan but if we get relegated I completely agree with it, this is a disgrace"
arianm,2021-04-19T00:19:42Z,0,"We need to STOP this travesty. Boycott the games, cancel your subscriptions. The players need to boycott this as well.

What a sad day for all of us 😔"
daniel27047,2021-04-19T00:19:40Z,0,No respect for any of the teams that have joined
wade6346,2021-04-19T00:19:40Z,0,Well said Gary
humaira_01,2021-04-19T00:19:24Z,0,As much as we disagree or dont want it to happen  it's going to fucming.happe  selfish pricks
stonedinsect,2021-04-19T00:19:23Z,0,The thing is if it does happen SKY will show the games and Gary and Roy will be pundits
viverepericoloso7627,2021-04-19T00:18:53Z,0,You always said that Man City has no history.. and I hate UEFA and FA as well for how they treated us for years.. I support Man City wherever they are..
alendikxbx,2021-04-19T00:18:52Z,361,"Teams like Bolton who once beat Atletico Madrid away, Moments like these have just gone to waste."
seanmarshall7701,2021-04-19T00:18:51Z,0,From VAR and now this football really is dying and is really sad to see
fahimmiah6361,2021-04-19T00:18:21Z,1,Spurs can't beat Newcastle and Fulham and they wanna play Madrid and City every week what a joke
zetjexproduction,2021-04-19T00:18:17Z,0,"As fans of these clubs we are being stabbed in the back.
If they go through with it i am done with several of these super league teams and i hope a majority of the fans of these clubs will follow."
benjames4663,2021-04-19T00:18:00Z,0,Whats the problem with taking part in an invite only tournament? They'll still be playing premier league games... the more football on TV the happier I'll be
MrZebi14,2021-04-19T00:17:57Z,0,"Everyone labels the creation of this  European Super League as a disgrace, however the new CL format that will be announced by UEFA soon is a worse disgrace. For many years the big clubs have been complaining  about the format of the CL, and what did UEFA do about it ? Nothing.... Now we're al shocked that the big clubs want to create their own league. UEFA is the main responsible for what is happening now, because they simply didn't give those clubs a clear alternative"
bleuddani,2021-04-19T00:17:55Z,0,"Football is for fans, not entirely for money. Fans are the heart of football, this is a shameful act!"
jonathanheywood4450,2021-04-19T00:17:48Z,2,The idea that they even thought about it makes me wanna go watch Stockport or someone with a little more grasp on reality
danielmakivic8540,2021-04-19T00:17:43Z,0,Now its greed but when owners come and spent bilions on players and get away with braking rules by paying fines and building shite its somehow competitive?full of crap all of you
johnnyrocker7495,2021-04-19T00:17:32Z,0,"Money's wrecking the game, cries football multi-millionaire and Sky Sports pundit Gary Neville."
user-hf6vy8xc4i,2021-04-19T00:17:04Z,0,Sheffield United. The first team to be relegated from the premier league only to survive the drop??? 😅
qasimnazir8103,2021-04-19T00:16:55Z,0,The rich get richer .. and the poor .. well they’re poor. Good man Gary Neville.. greedy bastards.
jonathanheywood4450,2021-04-19T00:16:44Z,0,Spot on I won't be supporting my team if the do sign this crap
goodg0ds,2021-04-19T00:16:36Z,0,"I never thought I would agree with Gary Neville saying Liverpool is just as bad as Man United and it be 100% on point, him wish relegation on both, and Roy Keane agree with him. I have no idea what parallel universe or black hole we slipped through but bravo on overcoming impossible odds and serving up some prime universal strange. It is really difficult to describe how strange things in general are becoming.  For example, “Golly, 2021 sure is strange.” Does not accurately describe this situation, at all, due only to understatement."
georgemorcombe1076,2021-04-19T00:16:30Z,0,💯
user-sq9gr8qu4l,2021-04-19T00:16:24Z,0,"Seriously man,they think UEFA and FIFA will not react? Come on!"
Andrefer_,2021-04-19T00:16:10Z,0,its all about money. They even make Uefa seems humble and for the poorest. Crazy World
jamarward8437,2021-04-19T00:16:06Z,0,Need to know why this was a thing
jamesnewstead7099,2021-04-19T00:16:00Z,1,It would be the most dull league there could be
peterk1837,2021-04-19T00:15:41Z,93,"That moment you discover your partner has slept with someone else, and know in your heart that things will never be the same."
nathanielkoranteng8904,2021-04-19T00:15:39Z,1,Gary we love you mate 💙🙏🏾
chilbury,2021-04-19T00:15:38Z,0,Look we all know the best competition is the Championship!! PL is a money making scam not reliant of fans but billionaires!! Let them go and have their 6 team cash cow lol people should return to the working. Class grass roots footage THE CHAMPIONSHIP LOL..
theringmaster886,2021-04-19T00:15:30Z,0,"This was attempted with rugby league in Australia 25 years ago. Fans fought back but several clubs folded, with a hundred years of history. This is going to be incredibly dangerous to European football. If players are banned from playing World Cups, they could disrupt world football."
stephenprescott6738,2021-04-19T00:15:23Z,0,"I am a Man City for and I fully support Gary Neville plain speaker and spot on. This is a travesty motivated by greed. Take points off them, fine them big money."
zschetty7310,2021-04-19T00:15:13Z,56,"This will go down as the greatest Football rant in history. Thank you @Gary Neville for being the voice of all, genuine traditional football fans."
aidanhyde5788,2021-04-19T00:15:01Z,0,Spot on Gary
alanbell5576,2021-04-19T00:14:30Z,0,I'm a Liverpool fan and I'm ashamed. This is an absolute disgrace. I hope this breakaway greed league fails.
joelabsalom968,2021-04-19T00:13:58Z,455,"I’m a massive Liverpool fan, but I’ve always respected Gary Neville’s commentary. His take on this issue has sealed the deal for me that he is one of the best commentators out there."
MarkMOT,2021-04-19T00:13:45Z,184,"As a Leeds fan it’s sometimes hard to agree with a rival to his core but... absolutely.... love him for this, what a legend, genuine balls of steel gentleman"
grahamcollins6872,2021-04-19T00:13:40Z,0,The rot started with dodgy owners allowed to buy these clubs.   Plus money aspect  this started years ago.  I remember Man United  not bothering with the FA cup. But went to Brazil for a world club series.   Not  good for fans.  Shameful !
sajivdoley6949,2021-04-19T00:13:33Z,1,9:00 Tottenham is still irrelevant 😆
McCrea59,2021-04-19T00:13:22Z,0,"I am a big united fan, no question about it but if they are gonna stab us fans in the back, take all their titles off them for all i care, wheres the loyalty and integrity at from the club? Absolute joke!"
slthlrdz,2021-04-19T00:13:20Z,0,Can't believe i agree with Neville
aidanhyde5788,2021-04-19T00:12:46Z,0,Every football fan needs to come together. Save football. No to super league
marlouabalona5079,2021-04-19T00:12:32Z,0,-50 pts to the premier clubs supporting this league = Leicester Wins Premier League again 😆
GobbettTheGamer,2021-04-19T00:12:05Z,0,"Nobody talking about the players. Surely most players will want to leave. What then? Players like KDB, Foden, Pogba etc going to clubs like West Ham?"
lennyholder6883,2021-04-19T00:11:48Z,0,GAry Neville PSY op
marccarter3278,2021-04-19T00:11:46Z,0,Just clubs and their owners showing it’s all pure greed I agree those clubs should be punished for this choice money talks go back to the day when players played because they loved the game not money
gennarodima7885,2021-04-19T00:11:14Z,0,Grande Gary ❤️💙🦅✌🏻
m.fuzailbandarkar7023,2021-04-19T00:11:09Z,0,09:00 🤣🤣🤣
hughiebishop5371,2021-04-19T00:11:00Z,465,Can we all just take a moment and respect that garry called the top 6 clubs bottle merchants live on air
LFCliid,2021-04-19T00:10:48Z,0,"I'm reading this as a breakaway from the uefa champions league, not the domestic leagues??"
ahassen1236,2021-04-19T00:10:32Z,0,No public consultations and no debates just straight statements from the big clubs. This actually belittles all the other clubs. All about money and power. Spurs owners would back out if the so called Super League announces tomorrow there will be a 'relegation' in the mix.
timphillips9954,2021-04-19T00:10:20Z,1,This all smoke and mirrors. SKY MUST HAVE KNOW ABOUT THIS! STAND UP AGINST THESE HUGE MAINLY AMERICAN BASED INTERNATION COMPANIES.
dominicoffei3131,2021-04-19T00:10:00Z,1,How did Tottenham get to become a big club? Mind boggling
sjajsrifleror4364,2021-04-19T00:09:31Z,0,The biggest sport in the world?
yt.personal.identification,2021-04-19T00:09:26Z,0,Will FIFA ban players in a breakaway league from International football?
oscallon,2021-04-19T00:09:10Z,0,"From what I understand, nobody will be leaving their respective national leagues?  There are a lot of kinks especially with who gets to qualify etc, but I initially thought they WOULD be leaving the prem etc. I’ve kind of calmed down now realising they won’t be. (Provided FA doesn’t kick them out lmao)"
lunaticcbyul1356,2021-04-19T00:09:01Z,0,Time to support Oldham athletic league 2 here I come
ciri8,2021-04-19T00:08:46Z,0,"Big in Italy... Milan out of the cl for 8 years straight , Juve 4th only by 2 points (lost to porto in cl). Inter out in the first group this year... c'mon this is bullshit."
raymccarthy2,2021-04-19T00:08:42Z,0,"What they should do is FIFA, UEFA and the country FA;s should ban any player from those clubs from being available for their international sides. You can’t prevent them from joining a new league, or from commercial decisions. But they can restrict the players from then coming back and representing their countries. How keen would Barcelona and Real Madrid be if they then can;t represent Spain."
inept2120,2021-04-19T00:08:42Z,1,Tottenham I'm not really that bothered about LOL . Say's it all about that club.
rezahmed7244,2021-04-19T00:08:26Z,0,"We as fans should abandon these clubs en masse. Every non-local fan of any of these clubs should go support their local team. Just buy a shirt, go to a couple of matches and the transition shouldn't be too painful.

I've been a Man Utd fan for 30 years, from Birmingham, I buy the kit, go to a game at least twice a season, but if this goes ahead, i'll be wearing claret and blue next season."
ayushrajshrestha8515,2021-04-19T00:07:40Z,0,Ed Woodward treatment to all of the owners needed
bdunnigan73,2021-04-19T00:07:39Z,0,"Who cares what they think? These clubs are businesses and as such will make decisions accordingly...we don't have all the info to hand but they obviously feel this is the way forward for them. Others will need to decide for themselves what they want to do. As for being disgusted, gimme a break...commercial realities will always rule the day in European football and let's not forget we've got the best competitions as a result. Sentiment count nowt here."
emir2988,2021-04-19T00:07:16Z,0,ruined the sport
joshtharkins1149,2021-04-19T00:07:16Z,0,Stop the European League Champions league way better
baschfonrosenburg8003,2021-04-19T00:07:10Z,0,"Surely to God Man Utd wouldn't do this. I mean just throw away Old Trafford then. ALL of these clubs have legendary football stadiums, which in my mind is the very image of the Premier League other than the players and the fans. That's the problem isn't it, they aren't selling any tickets and don't want to end up bankrupt because of their atrocious spending on sub par or underperforming players/managers. Way to throw the rest of the football world under the bus."
cowan6969123,2021-04-19T00:07:06Z,0,Bulham lol...fairplay to neville! Legend
jackjohnson217,2021-04-19T00:06:56Z,1,"I love hearing football pundits being allowed to talk candidly about political subjects, the British media is such a consistently disappointing place to hear the truth, once again - football has given me hope that there are voices who care for the real people in society."
ciaranriley5028,2021-04-19T00:06:41Z,0,Every football fan should boycott simple as
Antidote54,2021-04-19T00:06:39Z,1,To be honest I wouldn't mind if this new tournament was played like once every four years or so like world cup. It will atleast give chance for the weaker teams to win the champs league that year.
MrOwenagetv,2021-04-19T00:06:00Z,0,Bayern and Dortmund actually have respect for their fans
kaminesaree,2021-04-19T00:05:48Z,0,G. Nev is bitter because he is worried about his investment in tiny amateur club Salford City
scotsman242424,2021-04-19T00:05:39Z,0,"100% agree with Gary, deduct them all 50pts pricks"
spps4307,2021-04-19T00:05:14Z,0,European Super League won't see poor Scouser Tommy in their stands.
Daltwan_Kenobi,2021-04-19T00:05:05Z,0,Why’s he calling Liverpool the peoples club?? He claims to be woke but still trying to demean teams that aren’t “superior” Liverpool are not “The peoples club” and they never will be! Liverpool? The club that didn’t do right by the residents surrounding the ground when they wanted to build their new stand 🖕🖕🖕 they’re all the same Gary Neville and the people proposing this Super League. They all run in the same circles.
drago7635,2021-04-19T00:04:55Z,0,"The damage to the Football culture and to communities all around England and in other European countries if this passes will be massive.... The Magic of the game will be reduced to the boring and predictable with the same rich teams with the same players jerking each other off over and over and over again. 

Nights like Roma Beating Barcelona in Champions league will never happen ever again and i dont want that. And i am a Barca Fan. There must be stakes or the passion will disappear."
Furykidxxx,2021-04-19T00:04:55Z,0,"Gary, take a bow, mate, you'er the hero of this week!"
BeWe1510,2021-04-19T00:04:15Z,9,"Thanks football for bringing joy to people for over 150 years! You do not deserve this. 

The fans are the bright spot on this day, especially the fans of these twelve apocalyptic riders of our sport. Stay strong guys, this is bigger than competition"
bhchen3079,2021-04-19T00:04:11Z,0,"Man City is one of the biggest culprits when they were bought by arab money.. the other clubs are guilty as well, they want $$$.. as a man utd fan I am dismayed at their decision."
keefergo,2021-04-19T00:04:07Z,0,Legend
clipped6963,2021-04-19T00:04:01Z,0,Honestly i cannot see the big deal cus if it doesn't replace a prem league or anything then why is it a big deal just an added competition
frostynugs4206,2021-04-19T00:03:54Z,0,I agree with Gary I salute you
Lb_Collects,2021-04-19T00:03:46Z,122,"I think I speak for every LFC Fan here, If this ever went through. LFC Football club will walk alone. I will refuse to watch them, ever again, I will remember it fondly, but this is beyond greed. This is inhumane."
YakkOb21,2021-04-19T00:03:30Z,0,Only if they were as passionate about racism as this. The out roar on this you would have taught their ancestors where slave by another  human because the colour of their skin
yaytzie_mclovin2244,2021-04-19T00:03:19Z,0,"""they should be punished"""
DanielR-ym6wh,2021-04-19T00:02:53Z,0,Couldn’t agree more with him
fetihakkaya9125,2021-04-19T00:02:44Z,677,"We should all boycott our teams and show to them that they are nothing without us , without our support. This is absolutely disgusting We should punish them immediately so they don’t dare to do anything stupid like this !"
sayidulqarni1752,2021-04-19T00:02:40Z,0,Much respect to you Gray.🙌
ConnorWilkins,2021-04-19T00:02:19Z,0,Liverpool were never the people's club.
jayadams9937,2021-04-19T00:02:18Z,0,Hero
explorelondon3695,2021-04-19T00:02:15Z,0,"If this goes ahead, England has a better chance of winning the World Cup. If the six want to go, as an Arsenal fan I say good riddance, fortunately we have a chance of six more teams from lower leagues to spice up the EPL. I wonder what Claude would say about this madness but one thing we can agree on, for a goober, Claude had a gift of turning the air blue with the wit and humour of the majority of them man in UK. Can I get a witness😁😁"
anandhblue,2021-04-19T00:02:15Z,0,"Already ruined cricket, football next."
basseysamuel108,2021-04-19T00:02:01Z,0,"What really is the outrage about. Give me competitive football week in week out.. Not like UEFA, PL, Laliga or Serie A are the good guys. They are just concerned about their revenue too. The idea of a super league sounds appealing"
Seal1885,2021-04-19T00:01:46Z,0,"ITS NOT HARD, INTERNATIONAL DIVISIONS, WHY NOT THAT"
spps4307,2021-04-19T00:01:38Z,0,"True fans will not watch, follow or support this travesty called European Super League, ffs their logo looks like a fake Champions League logo. Let's see the money flowing into this blasphemy without fans following their clubs, if they're going to be greedy, fans must teach'em that we respect tradition and they should never mess with our loyalty."
lordzutroy8465,2021-04-19T00:00:54Z,12,This touched my heart. Thanks from Germany Gary! Never there have been spoken more truthful words.
watch666,2021-04-19T00:00:47Z,0,legend
Dave-B_,2021-04-19T00:00:45Z,0,Gary neville is on fire I'm a Leeds fan but why would manu Liverpool Chelsea spurs arsenal manc even think of doing that to there fans its a joke i no Leeds is not a big club but if Leeds was in this i would lay down my shirts and flags and bin them 100% gary neville i am with you
Ahmed-xi2wk,2021-04-19T00:00:23Z,0,Guys the reason why Gary is fuming is bc he owns a club in league 2 not out of the goodness of his heart he’ll potentially lose millions if the big six break away from the prem
Alejandroprz000,2021-04-19T00:00:12Z,0,"Arsenal can’t even beat Fulham, but they want to join a League where they’ll play Barcelona or Real Madrid on weekly basis 😂"
timbo123xyz10,2021-04-19T00:00:06Z,0,I’m a Liverpool fan but Gary you got all my respect
LondonCelt,2021-04-18T23:59:59Z,0,"Got a lot of time for Gary Neville, this reinforces why, well said👏🏻"
mauriziorusso7741,2021-04-18T23:59:48Z,0,It's time to start supporting a new team.
andybagleylp,2021-04-18T23:59:25Z,0,"United fan or not, you've got to love Gary's passion"
FaizanAli-cj9el,2021-04-18T23:59:16Z,3,As a lifelong Manchester United supporter I have loved my club dearly through the highs and lows... from winning the treble in 99’ and winning the Premier League 3x in a row including winning the double in 2008 to losing the Barclays Premier League to local rivals in the final minute of the season in 2012 and losing in Champions League finals against Barcelona... I never in my lifetime thought I would lose my love for this club regardless of the situation but today I can honestly say with a broken heart that I am absolutely ashamed to be a supporter of Manchester United as it has turned into a club which can so easily dispose of its history and loyal supporters for extra profit and greed... I never thought I would lose my love for football especially during a time like this when football is the only thing getting us through a global crisis... shame on the Glazers and the owners of the other clubs who have also decided to join this bullshit league... you should all die and hang ur heads in shame after making such a shambolic statement 💔💔 AS FANS WE NEED TO TRY OUR BEST AND VOICE OUR OPINIONS TO STAND AGAINST SUCH A DISGUSTING AND GREEDY ACT 😢💯
jk6175,2021-04-18T23:59:14Z,0,There's no fair competition now though its 4 countries with a chance of winning the champions league no one else has any chance at all can't remember the last time a small league team win the champions league.
Upsurging93,2021-04-18T23:59:06Z,0,Gary's bang on with all of it!
salcastig1985,2021-04-18T23:58:52Z,0,HERO
manubarquito3917,2021-04-18T23:58:10Z,51,Gary spoke for all of us. Absolute legend
